  -2.00000  -1.20000   9.44000  -9.44000
  -2.00000  -1.18000   9.39240  -9.39240
  -2.00000  -1.16000   9.34560  -9.34560
  -2.00000  -1.14000   9.29960  -9.29960
  -2.00000  -1.12000   9.25440  -9.25440
  -2.00000  -1.10000   9.21000  -9.21000
  -2.00000  -1.08000   9.16640  -9.16640
  -2.00000  -1.06000   9.12360  -9.12360
  -2.00000  -1.04000   9.08160  -9.08160
  -2.00000  -1.02000   9.04040  -9.04040
  -2.00000  -1.00000   9.00000  -9.00000
  -2.00000  -0.98000   8.96040  -8.96040
  -2.00000  -0.96000   8.92160  -8.92160
  -2.00000  -0.94000   8.88360  -8.88360
  -2.00000  -0.92000   8.84640  -8.84640
  -2.00000  -0.90000   8.81000  -8.81000
  -2.00000  -0.88000   8.77440  -8.77440
  -2.00000  -0.86000   8.73960  -8.73960
  -2.00000  -0.84000   8.70560  -8.70560
  -2.00000  -0.82000   8.67240  -8.67240
  -2.00000  -0.80000   8.64000  -8.64000
  -2.00000  -0.78000   8.60840  -8.60840
  -2.00000  -0.76000   8.57760  -8.57760
  -2.00000  -0.74000   8.54760  -8.54760
  -2.00000  -0.72000   8.51840  -8.51840
  -2.00000  -0.70000   8.49000  -8.49000
  -2.00000  -0.68000   8.46240  -8.46240
  -2.00000  -0.66000   8.43560  -8.43560
  -2.00000  -0.64000   8.40960  -8.40960
  -2.00000  -0.62000   8.38440  -8.38440
  -2.00000  -0.60000   8.36000  -8.36000
  -2.00000  -0.58000   8.33640  -8.33640
  -2.00000  -0.56000   8.31360  -8.31360
  -2.00000  -0.54000   8.29160  -8.29160
  -2.00000  -0.52000   8.27040  -8.27040
  -2.00000  -0.50000   8.25000  -8.25000
  -2.00000  -0.48000   8.23040  -8.23040
  -2.00000  -0.46000   8.21160  -8.21160
  -2.00000  -0.44000   8.19360  -8.19360
  -2.00000  -0.42000   8.17640  -8.17640
  -2.00000  -0.40000   8.16000  -8.16000
  -2.00000  -0.38000   8.14440  -8.14440
  -2.00000  -0.36000   8.12960  -8.12960
  -2.00000  -0.34000   8.11560  -8.11560
  -2.00000  -0.32000   8.10240  -8.10240
  -2.00000  -0.30000   8.09000  -8.09000
  -2.00000  -0.28000   8.07840  -8.07840
  -2.00000  -0.26000   8.06760  -8.06760
  -2.00000  -0.24000   8.05760  -8.05760
  -2.00000  -0.22000   8.04840  -8.04840
  -2.00000  -0.20000   8.04000  -8.04000
  -2.00000  -0.18000   8.03240  -8.03240
  -2.00000  -0.16000   8.02560  -8.02560
  -2.00000  -0.14000   8.01960  -8.01960
  -2.00000  -0.12000   8.01440  -8.01440
  -2.00000  -0.10000   8.01000  -8.01000
  -2.00000  -0.08000   8.00640  -8.00640
  -2.00000  -0.06000   8.00360  -8.00360
  -2.00000  -0.04000   8.00160  -8.00160
  -2.00000  -0.02000   8.00040  -8.00040
  -2.00000   0.00000   8.00000  -8.00000
  -2.00000   0.02000   8.00040  -8.00040
  -2.00000   0.04000   8.00160  -8.00160
  -2.00000   0.06000   8.00360  -8.00360
  -2.00000   0.08000   8.00640  -8.00640
  -2.00000   0.10000   8.01000  -8.01000
  -2.00000   0.12000   8.01440  -8.01440
  -2.00000   0.14000   8.01960  -8.01960
  -2.00000   0.16000   8.02560  -8.02560
  -2.00000   0.18000   8.03240  -8.03240
  -2.00000   0.20000   8.04000  -8.04000
  -2.00000   0.22000   8.04840  -8.04840
  -2.00000   0.24000   8.05760  -8.05760
  -2.00000   0.26000   8.06760  -8.06760
  -2.00000   0.28000   8.07840  -8.07840
  -2.00000   0.30000   8.09000  -8.09000
  -2.00000   0.32000   8.10240  -8.10240
  -2.00000   0.34000   8.11560  -8.11560
  -2.00000   0.36000   8.12960  -8.12960
  -2.00000   0.38000   8.14440  -8.14440
  -2.00000   0.40000   8.16000  -8.16000
  -2.00000   0.42000   8.17640  -8.17640
  -2.00000   0.44000   8.19360  -8.19360
  -2.00000   0.46000   8.21160  -8.21160
  -2.00000   0.48000   8.23040  -8.23040
  -2.00000   0.50000   8.25000  -8.25000
  -2.00000   0.52000   8.27040  -8.27040
  -2.00000   0.54000   8.29160  -8.29160
  -2.00000   0.56000   8.31360  -8.31360
  -2.00000   0.58000   8.33640  -8.33640
  -2.00000   0.60000   8.36000  -8.36000
  -2.00000   0.62000   8.38440  -8.38440
  -2.00000   0.64000   8.40960  -8.40960
  -2.00000   0.66000   8.43560  -8.43560
  -2.00000   0.68000   8.46240  -8.46240
  -2.00000   0.70000   8.49000  -8.49000
  -2.00000   0.72000   8.51840  -8.51840
  -2.00000   0.74000   8.54760  -8.54760
  -2.00000   0.76000   8.57760  -8.57760
  -2.00000   0.78000   8.60840  -8.60840
  -2.00000   0.80000   8.64000  -8.64000
  -2.00000   0.82000   8.67240  -8.67240
  -2.00000   0.84000   8.70560  -8.70560
  -2.00000   0.86000   8.73960  -8.73960
  -2.00000   0.88000   8.77440  -8.77440
  -2.00000   0.90000   8.81000  -8.81000
  -2.00000   0.92000   8.84640  -8.84640
  -2.00000   0.94000   8.88360  -8.88360
  -2.00000   0.96000   8.92160  -8.92160
  -2.00000   0.98000   8.96040  -8.96040
  -2.00000   1.00000   9.00000  -9.00000
  -2.00000   1.02000   9.04040  -9.04040
  -2.00000   1.04000   9.08160  -9.08160
  -2.00000   1.06000   9.12360  -9.12360
  -2.00000   1.08000   9.16640  -9.16640
